Employee_ID;First_Name;Last_Name;Age;Department;Region;Status;Join_Date;Salary;Email;Phone;Performance_Score;Remote_Work
EMP1217;Grace;Jones;25;HR;New York;Inactive;06/09/2020;53342.46;grace.jones@example.com;(668) 633-4140;1;0
EMP1218;Heidi;Garcia;25;Cloud Tech;Florida;Pending;02/01/2023;51150.47;heidi.garcia@example.com;(115) 931-9524;4;0
EMP1219;David;Davis;30;HR;Florida;Active;13/06/2023;74697.12;david.davis@example.com;(690) 409-8365;2;1
EMP1220;Charlie;Williams;25;Sales;California;Active;13/12/2022;88085.74;charlie.williams@example.com;(552) 899-3159;4;1
EMP1221;Alice;Williams;40;Finance;Texas;Pending;03/03/2022;118672.76;alice.williams@example.com;(875) 243-7728;1;0
EMP1222;Alice;Miller;35;Cloud Tech;California;Active;10/02/2024;95997.31;alice.miller@example.com;(420) 954-8148;2;0
EMP1223;Frank;Brown;30;Cloud Tech;California;Pending;24/11/2021;106945.62;frank.brown@example.com;(737) 460-5232;2;0
EMP1224;Heidi;Johnson;40;DevOps;New York;Active;09/05/2020;100123.15;heidi.johnson@example.com;(27) 642-0864;2;0
EMP1225;Alice;Johnson;35;Admin;Texas;Active;19/12/2024;52933.42;alice.johnson@example.com;(675) 661-8442;1;1
EMP1226;Grace;Jones;30;Finance;California;Active;22/03/2024;95283.03;grace.jones@example.com;(861) 259-0471;3;0
EMP1227;Alice;Miller;35;HR;Texas;Inactive;13/06/2022;112264.06;alice.miller@example.com;(927) 742-3329;3;0
EMP1228;Grace;Smith;35;Admin;Florida;Pending;15/10/2022;75714.28;grace.smith@example.com;(591) 266-2014;3;1
EMP1229;Eva;Jones;25;DevOps;Florida;Active;31/05/2022;92171.73;eva.jones@example.com;(720) 185-9625;1;0
EMP1230;Eva;Miller;35;Cloud Tech;Texas;Inactive;15/09/2023;70694.8;eva.miller@example.com;(301) 367-4925;2;1
EMP1231;Grace;Brown;30;DevOps;Florida;Inactive;04/07/2022;52964.86;grace.brown@example.com;(176) 475-0110;3;1
EMP1232;Frank;Brown;30;Finance;California;Pending;08/06/2024;116353.31;frank.brown@example.com;(178) 309-9973;1;1
EMP1233;Grace;Brown;35;Sales;Nevada;Pending;23/11/2020;116695.26;grace.brown@example.com;(192) 676-4920;3;0
EMP1234;Heidi;Brown;25;Admin;Texas;Active;13/05/2024;95161.4;heidi.brown@example.com;(518) 260-6887;4;0
EMP1235;Alice;Brown;30;Admin;Nevada;Inactive;29/01/2022;76040.94;alice.brown@example.com;(718) 981-3128;3;1
EMP1236;Charlie;Miller;30;HR;Florida;Inactive;23/08/2023;69508.28;charlie.miller@example.com;(208) 751-0292;3;0
EMP1237;Alice;Miller;30;Finance;Illinois;Inactive;24/02/2023;58243.27;alice.miller@example.com;(218) 401-1844;2;0
EMP1238;Heidi;Williams;30;Sales;California;Pending;02/10/2022;64012.48;heidi.williams@example.com;(826) 034-0847;1;1
EMP1239;Bob;Garcia;40;Admin;Nevada;Inactive;28/06/2020;106735.93;bob.garcia@example.com;(729) 758-5987;2;1
EMP1240;Frank;Johnson;35;DevOps;Texas;Pending;15/01/2023;70325.36;frank.johnson@example.com;(310) 303-2431;2;0
EMP1241;Charlie;Davis;30;HR;Illinois;Active;05/09/2020;118959.28;charlie.davis@example.com;(983) 954-2960;2;1
EMP1242;David;Brown;40;Cloud Tech;California;Pending;18/03/2023;75823.78;david.brown@example.com;(844) 626-7145;2;0
EMP1243;Charlie;Smith;30;Cloud Tech;Texas;Inactive;26/03/2022;119971.65;charlie.smith@example.com;(283) 143-5988;2;0
EMP1244;Grace;Davis;40;Sales;Texas;Active;11/10/2021;94963.7;grace.davis@example.com;(262) 566-0930;3;0
EMP1245;Frank;Miller;30;Sales;Nevada;Pending;07/01/2021;103744.71;frank.miller@example.com;(418) 186-1514;2;0
EMP1246;Alice;Smith;25;Sales;New York;Inactive;03/12/2020;61337.69;alice.smith@example.com;(542) 340-1635;2;1
EMP1247;David;Smith;35;Sales;California;Active;28/05/2021;63741.13;david.smith@example.com;(112) 849-7184;1;1
EMP1248;Eva;Smith;30;DevOps;California;Pending;28/12/2022;56539.99;eva.smith@example.com;(948) 491-0255;4;1
EMP1249;Charlie;Williams;30;DevOps;Illinois;Pending;24/05/2023;73633.37;charlie.williams@example.com;(258) 896-7923;3;1
EMP1250;Alice;Miller;25;Cloud Tech;Texas;Pending;28/04/2024;90373.99;alice.miller@example.com;(82) 226-9404;3;0
EMP1251;Grace;Smith;30;DevOps;Texas;Inactive;25/12/2024;93901.48;grace.smith@example.com;(396) 727-5783;3;0
EMP1252;Eva;Brown;40;Admin;Nevada;Inactive;01/09/2021;81748.09;eva.brown@example.com;(468) 341-4650;2;1
EMP1253;Charlie;Jones;40;Finance;Florida;Inactive;21/02/2021;73813.48;charlie.jones@example.com;(113) 129-0147;2;0
EMP1254;Frank;Smith;35;Finance;New York;Inactive;20/11/2022;89315.59;frank.smith@example.com;(706) 827-7880;2;0
EMP1255;Heidi;Williams;25;HR;Florida;Active;15/10/2020;56776.82;heidi.williams@example.com;(609) 306-8537;1;0
EMP1256;Grace;Davis;30;Finance;New York;Active;24/07/2024;72920.51;grace.davis@example.com;(909) 728-3214;4;1
EMP1257;Frank;Miller;30;Admin;Florida;Pending;14/08/2022;84913.18;frank.miller@example.com;(285) 067-6250;2;1
EMP1258;Alice;Garcia;25;Finance;Illinois;Inactive;08/05/2021;65060.11;alice.garcia@example.com;(538) 144-7442;4;1
EMP1259;Alice;Williams;35;Finance;Illinois;Pending;09/10/2023;82941.08;alice.williams@example.com;(96) 348-0796;1;0
EMP1260;Bob;Smith;40;Admin;California;Pending;19/01/2022;103469.97;bob.smith@example.com;(50) 975-4509;3;1
EMP1261;Grace;Miller;25;Sales;Illinois;Active;12/01/2022;88725.6;grace.miller@example.com;(526) 501-6730;2;1
EMP1262;Heidi;Jones;30;HR;Illinois;Pending;05/06/2023;58316.77;heidi.jones@example.com;(882) 617-0242;4;1
EMP1263;Grace;Smith;35;HR;Illinois;Inactive;26/03/2024;60098.72;grace.smith@example.com;(765) 456-2840;4;1
EMP1264;Grace;Williams;30;Cloud Tech;Texas;Active;07/10/2020;99951.43;grace.williams@example.com;(772) 256-0530;2;1
EMP1265;Heidi;Johnson;30;Sales;Illinois;Active;02/11/2021;115195.81;heidi.johnson@example.com;(340) 266-5022;3;1
EMP1266;Grace;Brown;30;DevOps;California;Pending;19/11/2021;85512.05;grace.brown@example.com;(741) 678-7255;3;0
EMP1267;Heidi;Garcia;30;HR;Florida;Active;24/01/2022;73186.77;heidi.garcia@example.com;(862) 110-2257;3;0
EMP1268;Grace;Davis;30;HR;Nevada;Pending;12/07/2023;51865.3;grace.davis@example.com;(30) 569-0673;1;1
EMP1269;David;Williams;25;Sales;Florida;Active;09/12/2022;94031.77;david.williams@example.com;(471) 639-2822;4;1
EMP1270;Grace;Miller;30;DevOps;New York;Active;18/03/2023;116374.36;grace.miller@example.com;(414) 363-7188;4;0
EMP1271;Alice;Garcia;40;HR;Florida;Active;25/04/2022;98335.02;alice.garcia@example.com;(239) 231-2603;4;0
EMP1272;Heidi;Garcia;25;DevOps;New York;Pending;28/02/2021;89262.07;heidi.garcia@example.com;(326) 093-1065;1;1
EMP1273;Heidi;Garcia;30;Finance;California;Active;30/07/2022;113848.69;heidi.garcia@example.com;(843) 356-7085;4;1
EMP1274;Frank;Smith;35;Sales;Florida;Active;19/05/2021;69530.45;frank.smith@example.com;(41) 454-5634;1;1
EMP1275;Eva;Brown;35;DevOps;New York;Pending;14/12/2023;84230.22;eva.brown@example.com;(20) 005-3473;3;1
EMP1276;Eva;Smith;35;Cloud Tech;Illinois;Pending;17/01/2023;76578.59;eva.smith@example.com;(916) 247-5540;2;0
EMP1277;Frank;Miller;30;HR;Texas;Inactive;02/01/2024;55532.06;frank.miller@example.com;(108) 255-5988;4;1
EMP1278;Eva;Smith;40;Admin;New York;Pending;09/07/2021;115311.68;eva.smith@example.com;(534) 396-1128;4;1
EMP1279;Charlie;Johnson;25;Sales;Nevada;Pending;05/05/2021;66972.06;charlie.johnson@example.com;(109) 337-1188;3;1
EMP1280;David;Brown;30;Cloud Tech;Texas;Inactive;07/11/2021;100215.06;david.brown@example.com;(547) 382-0235;2;1
EMP1281;Charlie;Brown;25;Sales;New York;Inactive;30/08/2023;115452.25;charlie.brown@example.com;(848) 557-1616;1;0
EMP1282;Heidi;Miller;30;HR;California;Inactive;15/08/2023;54141.38;heidi.miller@example.com;(688) 029-4239;2;0
EMP1283;David;Davis;30;DevOps;Nevada;Active;24/12/2020;79251.95;david.davis@example.com;(903) 678-8126;3;0
EMP1284;Alice;Johnson;40;Finance;New York;Pending;21/11/2024;114822.78;alice.johnson@example.com;(868) 669-4319;3;1
EMP1285;Alice;Williams;35;Sales;Illinois;Active;17/11/2021;69919.32;alice.williams@example.com;(293) 908-7883;2;1
EMP1286;Heidi;Smith;30;Sales;Florida;Inactive;29/01/2021;106616.97;heidi.smith@example.com;(434) 481-2307;1;0
EMP1287;Heidi;Jones;35;DevOps;New York;Active;17/02/2024;73597.85;heidi.jones@example.com;(340) 242-4032;1;1
EMP1288;David;Smith;30;Sales;Nevada;Inactive;20/08/2024;79939.23;david.smith@example.com;(810) 595-5183;4;1
EMP1289;Grace;Garcia;25;Admin;New York;Inactive;24/10/2021;80389.13;grace.garcia@example.com;(269) 450-0533;1;0
EMP1290;Grace;Smith;30;Finance;California;Inactive;10/09/2021;90772.25;grace.smith@example.com;(240) 891-6497;2;0
EMP1291;Eva;Williams;35;DevOps;New York;Active;29/09/2023;58275.74;eva.williams@example.com;(373) 543-9626;3;0
EMP1292;Grace;Smith;30;DevOps;California;Pending;28/08/2020;94709.79;grace.smith@example.com;(365) 271-7271;4;0
EMP1293;Frank;Johnson;30;Admin;New York;Active;06/09/2022;60722.99;frank.johnson@example.com;(239) 724-0421;4;1
EMP1294;Frank;Johnson;40;DevOps;Illinois;Inactive;31/03/2024;87626.24;frank.johnson@example.com;(693) 121-6375;3;1
EMP1295;David;Brown;30;DevOps;Illinois;Active;12/12/2022;81272.36;david.brown@example.com;(182) 091-6600;1;0
EMP1296;Bob;Miller;30;Cloud Tech;Texas;Pending;01/11/2022;64150.97;bob.miller@example.com;(2) 314-2899;3;1
EMP1297;Charlie;Davis;35;Sales;Florida;Active;25/10/2023;64378.1;charlie.davis@example.com;(185) 132-7971;1;0
EMP1298;Bob;Jones;30;Finance;Texas;Inactive;27/09/2020;85927.35;bob.jones@example.com;(457) 230-8480;3;0
EMP1299;Alice;Garcia;30;Finance;Nevada;Inactive;21/01/2024;51523.93;alice.garcia@example.com;(1) 841-8619;2;1
EMP1300;Alice;Smith;30;Sales;Texas;Active;17/05/2022;74117.02;alice.smith@example.com;(303) 662-5435;1;0
EMP1301;Alice;Smith;25;Finance;Texas;Inactive;17/04/2022;62598.69;alice.smith@example.com;(172) 131-4518;2;1
EMP1302;Grace;Williams;35;Finance;Florida;Inactive;08/02/2022;55617.5;grace.williams@example.com;(515) 109-2267;4;1
EMP1303;Charlie;Miller;35;Cloud Tech;New York;Pending;15/03/2022;87018.98;charlie.miller@example.com;(592) 624-9450;3;1
EMP1304;David;Johnson;25;Cloud Tech;California;Inactive;11/10/2023;100336.58;david.johnson@example.com;(475) 410-2251;4;1
EMP1305;Grace;Jones;30;Admin;Florida;Inactive;13/11/2020;69295.48;grace.jones@example.com;(677) 119-6420;4;0
EMP1306;Bob;Brown;25;DevOps;Florida;Pending;17/04/2024;115536.66;bob.brown@example.com;(522) 655-7675;4;1
EMP1307;David;Johnson;30;Cloud Tech;Texas;Pending;09/03/2020;81250.87;david.johnson@example.com;(952) 366-8787;4;0
EMP1308;Alice;Garcia;30;DevOps;Texas;Inactive;17/06/2022;66403.75;alice.garcia@example.com;(788) 361-9688;3;0
EMP1309;Alice;Miller;30;Sales;California;Active;28/07/2024;114147.79;alice.miller@example.com;(313) 503-0586;4;0
EMP1310;Frank;Garcia;30;HR;New York;Pending;03/12/2022;65472.99;frank.garcia@example.com;(210) 552-4727;3;0
EMP1311;Alice;Davis;30;Sales;Nevada;Active;06/07/2023;97512.51;alice.davis@example.com;(633) 302-1259;3;1
EMP1312;Alice;Brown;35;DevOps;Nevada;Inactive;28/05/2024;86712.41;alice.brown@example.com;(650) 191-7919;2;1
EMP1313;Grace;Davis;30;HR;Florida;Active;25/03/2024;87654.98;grace.davis@example.com;(252) 131-0961;1;0
EMP1314;David;Williams;35;DevOps;New York;Inactive;28/04/2020;89367.02;david.williams@example.com;(272) 847-6569;1;0
EMP1315;Charlie;Garcia;40;Admin;California;Active;07/11/2021;95269.41;charlie.garcia@example.com;(412) 009-2819;3;1
EMP1316;Frank;Williams;25;Sales;Nevada;Active;15/04/2020;68792.31;frank.williams@example.com;(667) 849-8435;2;0
EMP1317;Alice;Smith;25;Admin;Illinois;Pending;07/10/2023;89119.53;alice.smith@example.com;(241) 862-3689;3;1
EMP1318;Frank;Davis;35;Cloud Tech;New York;Active;27/02/2024;58212.13;frank.davis@example.com;(362) 891-7755;3;0
EMP1319;Heidi;Miller;30;DevOps;Illinois;Pending;22/02/2021;77764.24;heidi.miller@example.com;(620) 563-4110;3;1
EMP1320;Frank;Garcia;35;Finance;Florida;Pending;21/08/2023;75148.17;frank.garcia@example.com;(595) 034-2810;2;0
EMP1321;Heidi;Jones;40;Cloud Tech;Nevada;Inactive;08/04/2024;108781.18;heidi.jones@example.com;(390) 438-3033;1;0
EMP1322;Frank;Brown;35;Finance;Texas;Pending;04/11/2024;65489.19;frank.brown@example.com;(199) 097-0050;2;1
EMP1323;Eva;Johnson;30;Sales;Illinois;Pending;05/05/2022;70663.46;eva.johnson@example.com;(405) 468-3564;4;0
EMP1324;David;Miller;40;Sales;New York;Inactive;01/02/2023;95822.56;david.miller@example.com;(215) 681-8208;2;0
EMP1325;Eva;Miller;40;DevOps;Nevada;Pending;01/10/2022;82258.03;eva.miller@example.com;(679) 042-2710;2;1
EMP1326;Frank;Williams;30;Admin;Nevada;Pending;27/09/2022;62883.34;frank.williams@example.com;(332) 288-9856;2;0
EMP1327;Alice;Davis;30;Cloud Tech;Texas;Pending;09/04/2020;103503.72;alice.davis@example.com;(254) 596-0632;2;1
EMP1328;David;Garcia;25;DevOps;New York;Active;23/03/2021;85401.3;david.garcia@example.com;(991) 297-1023;1;1
EMP1329;Heidi;Garcia;40;Cloud Tech;Texas;Pending;03/02/2023;80389.13;heidi.garcia@example.com;(817) 175-2420;4;0
EMP1330;Eva;Smith;30;HR;Texas;Pending;23/07/2024;98850.14;eva.smith@example.com;(495) 511-2746;1;0
EMP1331;Charlie;Smith;25;Cloud Tech;Illinois;Active;08/05/2021;63435.24;charlie.smith@example.com;(472) 197-0545;1;0
EMP1332;Frank;Brown;35;Finance;Texas;Inactive;11/04/2022;82129.84;frank.brown@example.com;(692) 758-9550;2;0
EMP1333;David;Williams;35;DevOps;Texas;Pending;23/10/2024;95492.61;david.williams@example.com;(687) 409-0379;3;0
EMP1334;Grace;Miller;40;Finance;Illinois;Inactive;24/04/2020;94572.37;grace.miller@example.com;(214) 629-6135;3;0
EMP1335;Bob;Garcia;40;Finance;Nevada;Inactive;04/03/2023;118413.05;bob.garcia@example.com;(715) 778-7111;1;0
EMP1336;Alice;Jones;30;Admin;Nevada;Pending;31/08/2022;68976.65;alice.jones@example.com;(166) 365-1558;1;1
EMP1337;Eva;Williams;30;Sales;Nevada;Active;02/01/2021;115013.65;eva.williams@example.com;(737) 147-0826;2;0
EMP1338;David;Brown;30;Admin;Nevada;Inactive;06/06/2020;70949.38;david.brown@example.com;(235) 909-6055;1;1
EMP1339;Grace;Brown;30;HR;Florida;Pending;13/10/2020;105334.87;grace.brown@example.com;(730) 306-4420;2;0
EMP1340;Bob;Williams;30;DevOps;California;Active;19/07/2020;80596.18;bob.williams@example.com;(214) 614-7682;3;0
EMP1341;Frank;Brown;30;Sales;Illinois;Inactive;03/05/2024;72846.37;frank.brown@example.com;(420) 165-4234;3;1
EMP1342;Heidi;Williams;40;Admin;California;Pending;07/02/2022;80229.36;heidi.williams@example.com;(677) 826-5959;4;0
EMP1343;Grace;Johnson;25;Sales;California;Active;31/12/2023;55145.47;grace.johnson@example.com;(893) 199-2549;3;0
EMP1344;Grace;Williams;30;DevOps;Florida;Inactive;08/01/2022;80389.13;grace.williams@example.com;(272) 751-6479;1;1
EMP1345;Eva;Davis;40;HR;California;Active;28/09/2020;56110.81;eva.davis@example.com;(727) 910-3367;3;0
EMP1346;Grace;Williams;25;Cloud Tech;Texas;Inactive;09/02/2023;56514.5;grace.williams@example.com;(296) 353-3904;2;0
EMP1347;Frank;Brown;40;Cloud Tech;California;Inactive;05/03/2022;104541.84;frank.brown@example.com;(504) 481-7765;3;0
EMP1348;David;Garcia;30;Sales;New York;Pending;18/02/2022;61865.12;david.garcia@example.com;(558) 685-1275;4;1
EMP1349;Eva;Davis;40;Admin;Texas;Active;09/06/2022;69317.33;eva.davis@example.com;(528) 928-6645;3;0
EMP1350;Bob;Brown;35;HR;New York;Pending;04/07/2023;84706.17;bob.brown@example.com;(491) 111-0960;2;0
EMP1351;Heidi;Smith;25;Admin;California;Active;21/03/2022;73255.21;heidi.smith@example.com;(798) 178-9045;2;0
EMP1352;Frank;Smith;40;HR;Florida;Pending;02/05/2023;59528.71;frank.smith@example.com;(337) 861-3714;1;0
EMP1353;David;Garcia;40;HR;New York;Inactive;15/10/2021;70401.37;david.garcia@example.com;(766) 053-8443;3;1
EMP1354;Heidi;Garcia;30;Admin;California;Inactive;28/07/2021;107154.62;heidi.garcia@example.com;(463) 060-0024;2;1
EMP1355;Bob;Davis;30;Admin;Illinois;Pending;03/01/2021;97719.88;bob.davis@example.com;(895) 529-6385;4;0
EMP1356;Heidi;Johnson;30;Finance;California;Pending;21/05/2020;107327.59;heidi.johnson@example.com;(396) 096-2625;1;0
EMP1357;Grace;Garcia;40;Admin;Nevada;Inactive;10/05/2021;67687.72;grace.garcia@example.com;(582) 631-2818;4;1
EMP1358;Grace;Smith;40;Cloud Tech;Florida;Pending;08/09/2022;90757.08;grace.smith@example.com;(648) 253-1105;3;1
EMP1359;Grace;Williams;30;Cloud Tech;California;Pending;21/07/2024;87583.42;grace.williams@example.com;(92) 098-1959;3;0
EMP1360;Bob;Brown;25;Admin;Nevada;Pending;28/12/2021;61643.69;bob.brown@example.com;(275) 233-4382;3;1
EMP1361;Grace;Smith;35;Finance;Texas;Active;20/07/2020;68111.69;grace.smith@example.com;(640) 412-0910;1;0
EMP1362;David;Smith;40;HR;Florida;Inactive;30/04/2024;97568.88;david.smith@example.com;(791) 124-4210;2;1
EMP1363;Charlie;Johnson;35;Cloud Tech;Florida;Active;28/08/2021;79118.28;charlie.johnson@example.com;(753) 617-0616;1;1
EMP1364;Bob;Davis;30;HR;California;Inactive;21/07/2022;104898.9;bob.davis@example.com;(136) 657-2239;4;1
EMP1365;Frank;Davis;40;Cloud Tech;Florida;Pending;27/11/2023;81671.3;frank.davis@example.com;(299) 015-5798;1;1
EMP1366;Alice;Miller;25;Cloud Tech;California;Pending;11/08/2020;97399.75;alice.miller@example.com;(802) 841-3907;4;0
EMP1367;David;Johnson;30;Admin;Illinois;Active;08/11/2021;89189.43;david.johnson@example.com;(88) 235-1304;1;1
EMP1368;David;Williams;40;DevOps;New York;Active;04/08/2023;96011.55;david.williams@example.com;(231) 244-7314;2;1
EMP1369;David;Davis;40;Sales;Florida;Inactive;10/01/2020;99331.49;david.davis@example.com;(847) 768-6341;4;0
EMP1370;Bob;Brown;30;Cloud Tech;Illinois;Active;19/01/2022;72818.94;bob.brown@example.com;(346) 199-4236;3;1
EMP1371;Eva;Garcia;40;Sales;Nevada;Inactive;07/05/2023;77204.75;eva.garcia@example.com;(676) 945-9195;3;1
EMP1372;Bob;Johnson;35;HR;Florida;Pending;19/12/2020;106961.68;bob.johnson@example.com;(639) 551-7207;1;0
EMP1373;Eva;Garcia;30;Sales;Texas;Pending;01/10/2020;71923;eva.garcia@example.com;(496) 498-5600;3;1
EMP1374;Bob;Smith;30;HR;Nevada;Active;12/11/2022;77192.43;bob.smith@example.com;(256) 253-1354;4;0
EMP1375;Grace;Brown;40;Admin;Florida;Pending;05/01/2023;98540.3;grace.brown@example.com;(251) 050-5378;3;0
EMP1376;Charlie;Brown;30;Admin;Florida;Inactive;14/10/2020;63096.9;charlie.brown@example.com;(538) 164-9382;2;0
EMP1377;Alice;Smith;35;Cloud Tech;Florida;Active;03/02/2021;107065.12;alice.smith@example.com;(184) 919-6654;2;0
EMP1378;Heidi;Johnson;40;DevOps;Florida;Inactive;25/12/2023;108792.43;heidi.johnson@example.com;(330) 770-4610;1;1
EMP1379;Bob;Smith;30;Cloud Tech;New York;Inactive;07/03/2020;69239.7;bob.smith@example.com;(729) 596-3903;4;0
EMP1380;Charlie;Garcia;40;Sales;Nevada;Inactive;30/01/2023;85756.42;charlie.garcia@example.com;(90) 742-6087;2;1
EMP1381;Eva;Miller;30;HR;Illinois;Active;05/04/2024;100328.62;eva.miller@example.com;(50) 171-6444;2;1
EMP1382;Grace;Brown;25;DevOps;Nevada;Active;01/09/2021;111236.69;grace.brown@example.com;(561) 857-9063;4;1
EMP1383;Eva;Jones;35;Cloud Tech;Florida;Active;07/05/2024;106832.22;eva.jones@example.com;(771) 591-0299;3;1
EMP1384;Frank;Jones;30;DevOps;Florida;Active;15/06/2023;59746.45;frank.jones@example.com;(215) 632-1357;3;1
EMP1385;David;Garcia;25;Sales;California;Pending;29/07/2021;91780.04;david.garcia@example.com;(4) 010-4144;1;1
EMP1386;Eva;Williams;35;Sales;California;Pending;23/10/2023;107062.66;eva.williams@example.com;(964) 229-7124;3;1
EMP1387;Grace;Davis;25;HR;Nevada;Active;07/12/2023;110625.52;grace.davis@example.com;(296) 718-8396;4;1
EMP1388;Frank;Smith;30;DevOps;Florida;Inactive;18/10/2020;90419.79;frank.smith@example.com;(745) 731-4414;2;1
EMP1389;Grace;Smith;40;Finance;Texas;Pending;15/06/2024;111608.76;grace.smith@example.com;(833) 117-0302;3;1
EMP1390;Eva;Williams;35;Finance;Florida;Inactive;06/04/2023;50173.12;eva.williams@example.com;(763) 715-3987;1;0
EMP1391;Bob;Williams;40;DevOps;Nevada;Pending;03/01/2022;109507.44;bob.williams@example.com;(547) 281-2355;3;0
EMP1392;Grace;Garcia;30;Finance;New York;Inactive;03/07/2021;72600.56;grace.garcia@example.com;(798) 363-1461;4;0
EMP1393;Charlie;Garcia;30;Finance;California;Pending;10/04/2024;53388.65;charlie.garcia@example.com;(491) 271-1306;1;1
EMP1394;Heidi;Williams;25;Cloud Tech;New York;Inactive;23/07/2022;50047.32;heidi.williams@example.com;(240) 787-5417;3;0
EMP1395;David;Brown;30;DevOps;California;Active;25/11/2024;115290.79;david.brown@example.com;(156) 326-8684;1;0
EMP1396;Frank;Garcia;35;Cloud Tech;California;Pending;21/08/2023;61586.76;frank.garcia@example.com;(74) 510-6633;4;0
EMP1397;Eva;Miller;30;Finance;Nevada;Active;12/12/2023;56662.86;eva.miller@example.com;(362) 948-9785;2;1
EMP1398;Bob;Garcia;30;Sales;New York;Pending;24/10/2023;80389.13;bob.garcia@example.com;(103) 131-0093;4;1
EMP1399;Frank;Smith;25;Finance;Nevada;Active;05/09/2022;54957.98;frank.smith@example.com;(318) 143-9665;4;1
EMP1400;Bob;Garcia;25;HR;California;Inactive;07/10/2020;76790.47;bob.garcia@example.com;(134) 732-3548;4;1
EMP1401;Charlie;Brown;30;Cloud Tech;Illinois;Pending;18/01/2020;92722.35;charlie.brown@example.com;(401) 289-7431;4;0
EMP1402;Frank;Williams;30;DevOps;Nevada;Active;23/04/2022;93125.32;frank.williams@example.com;(512) 257-2075;2;0
EMP1403;David;Smith;25;Cloud Tech;New York;Active;22/04/2023;101100.64;david.smith@example.com;(502) 412-0956;2;0
EMP1404;Grace;Garcia;35;Admin;New York;Inactive;13/08/2023;55897.41;grace.garcia@example.com;(907) 371-0093;1;0
EMP1405;Eva;Brown;25;DevOps;California;Active;26/11/2022;92484.88;eva.brown@example.com;(388) 221-1456;3;1
EMP1406;Grace;Miller;35;DevOps;Texas;Active;10/10/2022;77011.99;grace.miller@example.com;(758) 474-5704;2;1
EMP1407;Bob;Garcia;30;Cloud Tech;California;Inactive;27/09/2020;77078.68;bob.garcia@example.com;(458) 971-4801;2;1
EMP1408;Grace;Brown;35;Sales;Nevada;Active;11/04/2024;82971.02;grace.brown@example.com;(632) 570-3964;3;0
EMP1409;Bob;Miller;25;Sales;Texas;Active;20/06/2021;65102.01;bob.miller@example.com;(313) 614-8781;2;1
EMP1410;Grace;Williams;30;HR;Nevada;Pending;23/10/2022;103697.7;grace.williams@example.com;(455) 696-4429;4;1
EMP1411;Grace;Garcia;25;DevOps;Illinois;Pending;15/06/2023;60687.63;grace.garcia@example.com;(985) 916-7953;4;0
EMP1412;Bob;Miller;30;Admin;New York;Pending;31/10/2021;77351.21;bob.miller@example.com;(107) 272-8497;3;0
EMP1413;Bob;Smith;35;DevOps;Florida;Pending;29/09/2024;66704.62;bob.smith@example.com;(247) 414-0702;1;1
EMP1414;Grace;Williams;25;Finance;Illinois;Pending;22/04/2020;71650.3;grace.williams@example.com;(491) 074-0649;1;1
EMP1415;Charlie;Smith;25;Cloud Tech;Nevada;Active;07/12/2023;50794.54;charlie.smith@example.com;(42) 548-8213;3;1
EMP1416;Frank;Jones;30;Sales;Nevada;Inactive;07/12/2020;76030.86;frank.jones@example.com;(236) 914-3074;3;1
EMP1417;Eva;Johnson;25;Cloud Tech;California;Inactive;11/07/2021;86669.79;eva.johnson@example.com;(366) 614-4941;4;1
EMP1418;Bob;Garcia;40;Finance;Illinois;Inactive;23/04/2020;84972.7;bob.garcia@example.com;(965) 923-4267;1;1
EMP1419;Frank;Miller;30;HR;Texas;Pending;12/10/2023;100594.49;frank.miller@example.com;(344) 149-7825;2;0
EMP1420;Alice;Johnson;25;Cloud Tech;New York;Active;24/08/2022;75478.35;alice.johnson@example.com;(612) 875-8574;4;0
EMP1421;Charlie;Johnson;25;Sales;Nevada;Pending;04/09/2023;79355.85;charlie.johnson@example.com;(676) 670-8060;3;0
EMP1422;Grace;Miller;35;HR;Texas;Pending;02/02/2022;58358.07;grace.miller@example.com;(294) 398-5297;1;1
EMP1423;Alice;Williams;30;Admin;Illinois;Active;01/04/2022;54824.85;alice.williams@example.com;(940) 626-0786;2;0
EMP1424;Eva;Garcia;35;HR;Texas;Pending;24/07/2022;50557.84;eva.garcia@example.com;(10) 415-9148;2;1
EMP1425;Eva;Jones;30;Admin;Florida;Inactive;26/04/2023;118030.04;eva.jones@example.com;(750) 198-0381;4;1
EMP1426;David;Smith;30;Admin;New York;Active;19/04/2022;51673.72;david.smith@example.com;(872) 324-4078;1;0
EMP1427;Alice;Brown;35;Cloud Tech;Nevada;Inactive;04/10/2024;101665.79;alice.brown@example.com;(311) 029-1812;1;1
EMP1428;David;Smith;30;Admin;Florida;Inactive;02/05/2020;118079.15;david.smith@example.com;(317) 087-6013;3;1
EMP1429;Eva;Brown;25;Cloud Tech;New York;Pending;25/04/2022;99059.28;eva.brown@example.com;(672) 384-9790;1;0
EMP1430;Bob;Smith;30;Cloud Tech;Illinois;Active;29/07/2023;107397.4;bob.smith@example.com;(620) 223-2882;1;0
EMP1431;Alice;Miller;40;DevOps;New York;Active;20/08/2021;68269.37;alice.miller@example.com;(774) 419-7545;4;0
EMP1432;Grace;Jones;35;HR;Florida;Inactive;23/04/2021;55228.12;grace.jones@example.com;(617) 662-0470;1;1
EMP1433;Bob;Garcia;30;Cloud Tech;New York;Inactive;12/08/2022;71982.33;bob.garcia@example.com;(960) 940-9704;2;0
